case_id,decline_reason,payment_method,amount,retry_attempt_number,previous_retries_on_this_case,days_since_last_failure,day_of_month,hour_of_day,is_salary_window,customer_historical_success_rate,customer_tenure_days,is_subscription,recovered
case_0323,bank_timeout,card,614.51,2,1,9,10,22,False,0.8255,266,True,True
case_0324,bank_timeout,netbanking,837.37,3,2,3,10,22,False,0.2106,850,True,True
case_0325,bank_timeout,upi,1119.91,3,2,4,17,9,False,0.8791,1166,True,True
case_0326,insufficient_funds,upi,1804.16,2,1,7,21,1,False,0.4279,948,True,True
case_0327,auth_required,card,794.12,2,1,3,22,18,False,0.9691,64,True,True
case_0328,insufficient_funds,card,414.07,1,0,1,23,9,False,0.5318,762,True,False
case_0329,insufficient_funds,upi,1261.41,4,3,7,1,16,True,0.8153,202,False,False
case_0330,insufficient_funds,card,195.68,2,1,8,1,3,True,0.429,47,True,True
case_0331,insufficient_funds,upi,787.2,1,0,1,5,8,False,0.6334,1112,True,True
case_0332,generic_decline,upi,1954.93,1,0,1,20,9,False,0.5135,104,True,True
case_0333,insufficient_funds,upi,215.02,2,1,9,10,11,False,0.6699,1431,True,True
case_0334,generic_decline,card,349.97,1,0,3,28,4,True,0.2213,677,True,False
case_0335,insufficient_funds,upi,494.89,1,0,5,19,19,False,0.4659,1331,True,True
case_0336,bank_timeout,upi,2007.1,1,0,2,13,15,False,0.7393,1162,True,True
case_0337,bank_timeout,upi,2609.26,2,1,9,15,19,False,0.7509,1226,True,False
case_0338,insufficient_funds,upi,547.32,2,1,1,27,6,False,0.624,1354,True,True
case_0339,bank_timeout,upi,647.05,2,1,10,30,9,True,0.2581,17,True,True
case_0340,auth_required,card,439.79,4,3,0,23,0,False,0.76,1281,True,False
case_0341,bank_timeout,netbanking,505.73,1,0,5,5,13,False,0.7406,1348,True,False
case_0342,bank_timeout,upi,983.77,2,1,9,20,13,False,0.7988,381,True,True
case_0343,generic_decline,card,700.52,2,1,0,19,1,False,0.6292,573,True,True
case_0344,insufficient_funds,upi,6917.17,2,1,10,22,2,False,0.9645,23,True,True
case_0345,generic_decline,upi,4277.53,1,0,0,30,22,True,0.8356,1185,True,True
case_0346,auth_required,card,605.01,1,0,1,17,4,False,0.7921,527,True,True
case_0347,bank_timeout,upi,191.77,1,0,3,6,15,False,0.9584,316,False,True
case_0348,insufficient_funds,card,1537.19,2,1,2,19,6,False,0.8808,618,True,False
case_0349,insufficient_funds,card,522.43,2,1,6,10,0,False,0.4337,1306,True,False
case_0350,bank_timeout,upi,1404.69,1,0,1,21,8,False,0.8664,400,True,True
case_0351,insufficient_funds,upi,1257.85,1,0,8,22,3,False,0.9023,1345,False,True
case_0352,insufficient_funds,netbanking,914.13,1,0,9,13,4,False,0.7997,957,True,True
case_0353,mandate_revoked,upi,558.73,3,2,4,25,5,False,0.8809,543,True,False
case_0354,insufficient_funds,upi,257.58,2,1,1,18,4,False,0.6755,914,True,True
case_0355,insufficient_funds,upi,602.66,1,0,6,1,18,True,0.6101,1107,True,True
case_0356,generic_decline,upi,1246.08,2,1,5,22,10,False,0.5287,697,True,False
case_0357,bank_timeout,upi,2120.2,1,0,6,21,3,False,0.7993,74,True,True
case_0358,bank_timeout,upi,1115.19,2,1,4,18,15,False,0.727,692,True,True
case_0359,auth_required,card,242.51,3,2,2,19,23,False,0.6387,1267,True,False
case_0360,insufficient_funds,upi,1274.63,1,0,1,20,14,False,0.9298,1261,True,False
case_0361,auth_required,netbanking,634.92,4,3,9,5,17,False,0.8771,851,True,False
case_0362,insufficient_funds,upi,438.12,1,0,10,13,19,False,0.8093,582,True,False
case_0363,generic_decline,upi,446.29,1,0,2,23,19,False,0.5232,10,True,True
case_0364,mandate_revoked,upi,386.41,3,2,8,8,16,False,0.9552,306,True,False
case_0365,insufficient_funds,card,3126.9,1,0,6,11,8,False,0.8515,60,True,True
case_0366,generic_decline,card,1269.72,1,0,3,22,23,False,0.1934,845,False,False
case_0367,insufficient_funds,upi,1324.85,4,3,7,13,5,False,0.8237,688,True,False
case_0368,insufficient_funds,netbanking,652.07,2,1,2,8,10,False,0.2637,349,True,False
case_0369,insufficient_funds,upi,1349.29,2,1,7,1,8,True,0.8758,1212,False,False
case_0370,insufficient_funds,upi,556.26,4,3,8,14,1,False,0.5864,493,True,False
case_0371,insufficient_funds,upi,590.57,4,3,0,22,15,False,0.8316,1441,True,False
case_0372,insufficient_funds,card,1505.42,3,2,1,29,12,True,0.6556,1255,True,False
case_0373,insufficient_funds,netbanking,873.93,4,3,10,29,11,True,0.9499,1328,True,True
case_0374,insufficient_funds,netbanking,664.49,1,0,1,16,20,False,0.7434,462,True,False
case_0375,insufficient_funds,upi,450.89,2,1,1,23,15,False,0.8575,1379,False,False
case_0376,insufficient_funds,netbanking,1822.49,2,1,1,29,12,True,0.8598,419,True,True
case_0377,mandate_revoked,upi,1572.99,1,0,10,10,0,False,0.3241,688,True,False
case_0378,insufficient_funds,upi,1656.68,2,1,8,15,14,False,0.8374,992,True,True
case_0379,insufficient_funds,upi,2988.92,1,0,8,6,9,False,0.4127,488,True,False
case_0380,insufficient_funds,upi,639.39,1,0,0,11,21,False,0.0524,939,False,True
case_0381,bank_timeout,netbanking,570.6,3,2,9,5,21,False,0.8713,981,False,True
case_0382,insufficient_funds,upi,491.9,3,2,7,3,11,True,0.7881,570,True,True
case_0383,bank_timeout,card,2188.67,2,1,9,17,19,False,0.1247,583,True,True
case_0384,bank_timeout,upi,783.43,3,2,6,10,14,False,0.7222,1203,True,True
case_0385,mandate_revoked,upi,307.85,2,1,6,1,2,True,0.8973,1135,True,False
case_0386,bank_timeout,upi,5427.05,2,1,3,26,0,False,0.5084,1340,True,True
case_0387,expired_card,card,4050.76,2,1,1,24,19,False,0.8631,1422,False,False
case_0388,insufficient_funds,upi,1178.69,2,1,2,15,10,False,0.1332,730,True,True
case_0389,insufficient_funds,upi,310.52,2,1,2,11,17,False,0.5145,1410,True,True
case_0390,insufficient_funds,upi,297.98,1,0,7,11,13,False,0.1143,1145,True,False
case_0391,bank_timeout,netbanking,913.73,2,1,1,27,3,False,0.8335,1072,True,True
case_0392,insufficient_funds,card,576.86,1,0,2,8,22,False,0.7427,229,True,False
case_0393,insufficient_funds,upi,1198.36,1,0,1,2,8,True,0.6698,421,True,True
case_0394,insufficient_funds,upi,317.01,2,1,4,12,18,False,0.8145,140,True,False
case_0395,insufficient_funds,upi,610.69,2,1,1,30,6,True,0.784,220,True,True
case_0396,insufficient_funds,upi,6000.98,1,0,5,15,3,False,0.5591,84,True,True
case_0397,insufficient_funds,card,461.67,1,0,6,28,9,True,0.719,753,True,False
case_0398,insufficient_funds,upi,182.56,2,1,1,5,3,False,0.7054,346,True,False
case_0399,bank_timeout,card,3076.04,2,1,4,25,22,False,0.6546,975,True,False
case_0400,bank_timeout,upi,2972.77,2,1,1,16,8,False,0.9482,367,True,True
case_0401,bank_timeout,upi,3400.94,3,2,7,10,6,False,0.8342,1120,True,False
case_0402,expired_card,card,1798.41,2,1,6,15,14,False,0.5244,337,True,False
case_0403,bank_timeout,upi,492.72,2,1,9,16,15,False,0.7988,774,True,True
case_0404,insufficient_funds,upi,276.41,1,0,5,26,11,False,0.6541,707,False,True
case_0405,insufficient_funds,upi,777.25,2,1,4,11,3,False,0.7147,1055,False,True
case_0406,bank_timeout,card,1275.01,1,0,6,19,10,False,0.8828,1367,True,True
case_0407,insufficient_funds,upi,2228.26,3,2,8,10,6,False,0.5491,189,True,False
case_0408,insufficient_funds,upi,245.62,2,1,6,12,6,False,0.6482,1106,True,True
case_0409,bank_timeout,netbanking,152.27,2,1,8,19,5,False,0.7523,889,False,False
case_0410,insufficient_funds,upi,519.77,1,0,10,28,9,True,0.93,845,True,True
case_0411,generic_decline,upi,931.78,1,0,4,16,14,False,0.9553,280,True,False
case_0412,bank_timeout,netbanking,1497.72,1,0,7,2,0,True,0.0455,834,False,False
case_0413,insufficient_funds,card,1291.37,2,1,8,17,3,False,0.7832,185,True,True
case_0414,insufficient_funds,upi,517.28,1,0,3,7,13,False,0.7238,1208,True,True
case_0415,insufficient_funds,upi,460.15,1,0,2,16,11,False,0.8311,1435,True,False
case_0416,auth_required,netbanking,998.75,1,0,6,10,8,False,0.92,899,True,False
case_0417,insufficient_funds,upi,2749.93,4,3,7,14,23,False,0.2687,136,True,False
case_0418,generic_decline,card,258.1,1,0,0,21,20,False,0.8407,227,True,False
case_0419,auth_required,netbanking,1965.72,3,2,5,16,14,False,0.0918,578,True,False
case_0420,auth_required,netbanking,292.06,3,2,3,31,0,True,0.8829,948,True,False
case_0421,insufficient_funds,upi,875.86,1,0,9,1,3,True,0.7837,243,True,True
case_0422,auth_required,card,1323.38,2,1,6,14,4,False,0.358,857,True,True
case_0423,mandate_revoked,upi,469.65,2,1,10,3,14,True,0.5654,1461,True,False
case_0424,insufficient_funds,upi,1103.41,1,0,3,30,15,True,0.6374,94,True,True
case_0425,mandate_revoked,upi,3231.94,1,0,2,6,8,False,0.9552,1087,True,False
case_0426,mandate_revoked,upi,3651.82,4,3,4,12,23,False,0.145,541,True,False
case_0427,generic_decline,card,2671.42,4,3,10,2,14,True,0.6296,957,True,False
case_0428,insufficient_funds,upi,630.24,2,1,7,16,14,False,0.8668,582,True,True
case_0429,insufficient_funds,netbanking,322.86,4,3,8,6,18,False,0.534,54,True,False
case_0430,insufficient_funds,netbanking,487.48,1,0,5,1,4,True,0.8582,1217,True,True
case_0431,bank_timeout,upi,15000.0,4,3,9,7,4,False,0.4105,190,True,True
case_0432,auth_required,card,266.97,3,2,2,25,12,False,0.9171,886,True,False
case_0433,bank_timeout,upi,1824.44,1,0,7,16,12,False,0.8243,382,True,True
case_0434,insufficient_funds,upi,1464.3,1,0,10,5,22,False,0.4219,163,False,True
case_0435,insufficient_funds,netbanking,1629.05,1,0,0,3,17,True,0.2765,1476,True,True
case_0436,insufficient_funds,upi,358.16,1,0,10,6,14,False,0.8335,1373,True,False
case_0437,expired_card,card,980.41,4,3,4,4,21,False,0.9327,943,True,False
case_0438,bank_timeout,upi,1277.21,2,1,9,23,11,False,0.8762,29,True,False
case_0439,insufficient_funds,upi,544.29,1,0,10,7,17,False,0.8544,313,True,True
case_0440,insufficient_funds,upi,953.05,1,0,4,27,18,False,0.6912,1136,False,True
case_0441,bank_timeout,netbanking,5398.18,3,2,3,2,22,True,0.9381,855,False,True
case_0442,bank_timeout,upi,414.68,1,0,2,24,9,False,0.8588,695,False,False
case_0443,insufficient_funds,netbanking,771.86,1,0,10,24,20,False,0.8976,1415,True,True
case_0444,insufficient_funds,card,371.47,1,0,6,10,15,False,0.8391,1387,True,False
case_0445,insufficient_funds,upi,289.7,1,0,3,9,15,False,0.3283,310,False,False
case_0446,insufficient_funds,upi,1520.66,4,3,7,4,3,False,0.933,1039,True,False
case_0447,expired_card,card,696.37,2,1,1,21,4,False,0.484,588,True,False
case_0448,generic_decline,upi,2293.0,2,1,2,14,16,False,0.343,1058,True,True
case_0449,insufficient_funds,upi,1895.16,1,0,5,25,12,False,0.5283,1177,True,False
case_0450,bank_timeout,netbanking,118.5,1,0,6,23,21,False,0.8277,301,True,True
case_0451,bank_timeout,netbanking,402.0,3,2,10,25,12,False,0.8049,259,True,True
case_0452,bank_timeout,upi,288.22,1,0,10,1,5,True,0.9083,1488,True,True
case_0453,auth_required,card,565.54,3,2,1,10,14,False,0.6763,1286,True,False
case_0454,insufficient_funds,card,878.49,3,2,9,5,21,False,0.8441,740,True,True
case_0455,insufficient_funds,upi,588.06,1,0,1,22,11,False,0.8318,1022,True,False
case_0456,expired_card,card,1114.31,1,0,2,17,4,False,0.7312,242,True,False
case_0457,insufficient_funds,upi,1337.95,3,2,1,12,3,False,0.8302,293,True,True
case_0458,expired_card,card,725.03,1,0,7,4,0,False,0.7929,773,True,False
case_0459,generic_decline,card,345.67,1,0,5,26,2,False,0.9587,908,True,False
case_0460,generic_decline,card,1140.37,3,2,4,21,17,False,0.7387,109,False,False
case_0461,bank_timeout,upi,490.59,4,3,4,8,6,False,0.9563,657,True,True
case_0462,insufficient_funds,upi,354.37,1,0,8,13,10,False,0.8333,524,True,True
case_0463,bank_timeout,upi,1560.3,2,1,4,4,12,False,0.8098,248,True,True
case_0464,insufficient_funds,upi,782.32,2,1,1,2,8,True,0.9658,39,True,False
case_0465,insufficient_funds,upi,1062.48,1,0,1,17,20,False,0.9949,1272,True,True
case_0466,expired_card,card,424.77,2,1,10,12,12,False,0.8071,1094,True,False
case_0467,insufficient_funds,upi,453.38,1,0,9,31,16,True,0.8169,1450,True,True
case_0468,insufficient_funds,upi,697.02,2,1,0,5,22,False,0.8879,1441,True,True
case_0469,auth_required,card,141.84,3,2,7,4,21,False,0.8805,1428,False,True
case_0470,insufficient_funds,upi,568.42,2,1,4,30,21,True,0.6359,453,True,True
case_0471,insufficient_funds,netbanking,761.55,1,0,10,4,12,False,0.2688,1159,True,False
case_0472,bank_timeout,netbanking,495.69,1,0,9,29,7,True,0.7645,1420,True,True
case_0473,expired_card,card,268.49,2,1,5,28,13,True,0.1651,90,False,False
case_0474,insufficient_funds,upi,1627.86,1,0,3,3,10,True,0.5254,153,False,True
case_0475,insufficient_funds,card,2304.3,1,0,10,27,10,False,0.7403,684,True,True
case_0476,bank_timeout,upi,1060.8,1,0,7,4,18,False,0.9292,906,True,True
case_0477,insufficient_funds,upi,4719.35,1,0,9,8,13,False,0.429,877,False,False
case_0478,expired_card,card,1579.23,2,1,5,7,18,False,0.4549,1174,True,False
case_0479,bank_timeout,netbanking,1087.82,1,0,2,19,9,False,0.8173,756,False,True
case_0480,insufficient_funds,upi,1409.07,3,2,8,14,1,False,0.8468,1417,False,True
case_0481,bank_timeout,card,446.36,1,0,7,16,1,False,0.8301,679,False,True
case_0482,auth_required,card,480.68,1,0,5,18,0,False,0.6911,90,False,True
case_0483,insufficient_funds,upi,1997.08,1,0,3,6,0,False,0.8932,1354,True,True
case_0484,bank_timeout,upi,4237.43,2,1,1,29,4,True,0.1813,501,False,False
case_0485,auth_required,card,1344.2,2,1,4,28,4,True,0.6858,1359,True,True
case_0486,expired_card,card,1548.53,1,0,8,6,14,False,0.6403,550,True,False
case_0487,bank_timeout,upi,1957.91,1,0,3,14,9,False,0.3149,276,True,True
case_0488,insufficient_funds,upi,489.97,2,1,5,15,13,False,0.8311,368,True,True
case_0489,expired_card,card,289.46,1,0,4,4,7,False,0.8165,513,True,False
case_0490,insufficient_funds,card,886.65,4,3,8,1,8,True,0.5276,25,True,True
case_0491,insufficient_funds,upi,1114.58,2,1,8,26,18,False,0.8319,385,True,False
case_0492,insufficient_funds,netbanking,3948.27,1,0,2,28,18,True,0.8848,1405,True,True
case_0493,insufficient_funds,upi,727.89,1,0,5,21,18,False,0.8969,801,True,True
case_0494,insufficient_funds,netbanking,816.58,2,1,4,6,2,False,0.7011,383,True,False
case_0495,insufficient_funds,upi,337.15,1,0,0,11,5,False,0.3366,980,True,True
case_0496,insufficient_funds,netbanking,771.76,1,0,10,6,15,False,0.9081,818,True,True
case_0497,bank_timeout,upi,701.21,1,0,10,12,14,False,0.7752,359,True,True
case_0498,insufficient_funds,upi,952.44,2,1,9,13,3,False,0.7962,1102,True,False
case_0499,generic_decline,upi,100.0,2,1,5,25,2,False,0.845,1037,True,True
case_0500,bank_timeout,upi,1007.27,1,0,6,13,6,False,0.8823,951,True,True
case_0501,insufficient_funds,netbanking,2594.32,3,2,2,20,0,False,0.7801,23,True,True
case_0502,insufficient_funds,upi,3251.36,2,1,3,23,14,False,0.7343,211,True,True
case_0503,insufficient_funds,card,1121.09,1,0,3,3,6,True,0.962,198,True,True
case_0504,insufficient_funds,upi,114.77,1,0,5,18,10,False,0.8375,476,True,True
case_0505,insufficient_funds,upi,417.73,1,0,4,20,20,False,0.7328,209,True,False
case_0506,bank_timeout,upi,1702.08,1,0,5,23,20,False,0.9539,1409,True,False
case_0507,insufficient_funds,card,419.73,2,1,3,19,16,False,0.9045,499,True,True
case_0508,insufficient_funds,upi,572.53,1,0,0,30,7,True,0.9469,850,True,False
case_0509,auth_required,card,948.18,4,3,10,26,7,False,0.8573,906,True,True
case_0510,mandate_revoked,upi,2749.53,4,3,3,3,4,True,0.8901,873,True,False
case_0511,insufficient_funds,upi,902.15,1,0,10,9,6,False,0.2753,965,True,True
case_0512,generic_decline,card,1877.56,3,2,0,14,12,False,0.3652,1489,True,False
case_0513,insufficient_funds,upi,401.64,2,1,3,30,4,True,0.3746,852,False,False
case_0514,bank_timeout,netbanking,989.59,2,1,6,30,1,True,0.7058,714,True,True
case_0515,generic_decline,card,3342.36,1,0,0,21,11,False,0.7829,1395,True,True
case_0516,bank_timeout,upi,466.84,1,0,1,23,20,False,0.1188,387,False,True
case_0517,generic_decline,card,142.97,2,1,6,28,23,True,0.8556,430,False,True
case_0518,mandate_revoked,upi,608.53,1,0,1,14,22,False,0.9124,1442,True,False
case_0519,insufficient_funds,upi,1033.24,2,1,3,29,8,True,0.3536,164,True,True
case_0520,insufficient_funds,upi,1613.62,2,1,10,1,3,True,0.933,15,True,True
case_0521,insufficient_funds,upi,946.91,1,0,10,11,10,False,0.8111,206,True,False
case_0522,auth_required,netbanking,263.89,1,0,1,9,16,False,0.4009,974,True,True
case_0523,bank_timeout,card,513.41,3,2,5,15,21,False,0.6122,976,False,False
case_0524,generic_decline,upi,2826.21,1,0,2,29,16,True,0.9457,618,False,False
case_0525,insufficient_funds,netbanking,2420.26,2,1,3,6,6,False,0.8303,329,False,True
case_0526,insufficient_funds,card,673.34,2,1,10,22,3,False,0.9324,459,False,False
case_0527,bank_timeout,upi,666.22,1,0,10,31,17,True,0.1719,386,True,True
case_0528,auth_required,netbanking,213.1,2,1,0,2,9,True,0.7365,1392,False,True
case_0529,bank_timeout,upi,5205.54,1,0,4,16,7,False,0.5351,1440,True,True
case_0530,generic_decline,upi,993.84,3,2,9,21,15,False,0.8232,683,True,False
case_0531,expired_card,card,747.98,3,2,7,13,23,False,0.8718,970,False,False
case_0532,bank_timeout,upi,117.84,2,1,3,28,22,True,0.4665,111,False,False
case_0533,insufficient_funds,upi,700.18,1,0,3,7,23,False,0.4444,303,True,False
case_0534,insufficient_funds,upi,444.12,1,0,7,31,5,True,0.7423,70,True,True
case_0535,bank_timeout,upi,856.68,4,3,10,3,21,True,0.9111,753,True,True
case_0536,bank_timeout,card,189.47,1,0,9,19,18,False,0.7795,1321,True,True
case_0537,insufficient_funds,card,1852.58,1,0,0,18,12,False,0.9593,1104,True,False
case_0538,generic_decline,netbanking,383.29,3,2,2,23,19,False,0.9204,423,True,True
case_0539,generic_decline,upi,1535.98,4,3,2,31,13,True,0.8105,287,True,False
case_0540,mandate_revoked,upi,1533.05,2,1,3,4,22,False,0.8176,1131,True,False
case_0541,bank_timeout,upi,873.45,4,3,6,3,14,True,0.4667,1290,True,False
case_0542,insufficient_funds,upi,2169.44,2,1,8,6,19,False,0.7178,1237,True,True
case_0543,generic_decline,upi,745.61,4,3,4,28,4,True,0.8922,628,True,False
case_0544,insufficient_funds,upi,1262.98,1,0,4,4,19,False,0.1329,1389,False,False
case_0545,auth_required,card,978.96,2,1,2,5,21,False,0.8369,1389,True,False
case_0546,mandate_revoked,upi,981.74,2,1,4,17,13,False,0.5763,626,True,False
case_0547,insufficient_funds,card,1493.04,1,0,4,30,17,True,0.8774,1497,True,True
case_0548,bank_timeout,netbanking,747.27,1,0,0,7,19,False,0.3239,501,False,True
case_0549,mandate_revoked,upi,807.09,1,0,2,30,21,True,0.4287,1053,True,False
case_0550,insufficient_funds,netbanking,704.58,1,0,10,27,7,False,0.8883,437,True,True
case_0551,expired_card,card,2560.6,3,2,7,28,19,True,0.8177,11,True,False
case_0552,insufficient_funds,upi,681.87,1,0,8,29,16,True,0.8438,464,True,True
case_0553,expired_card,card,644.66,2,1,7,5,5,False,0.8063,65,True,False
case_0554,bank_timeout,upi,13264.79,1,0,8,26,15,False,0.4968,1487,False,False
case_0555,insufficient_funds,upi,1508.27,2,1,10,2,7,True,0.6166,593,True,True
case_0556,bank_timeout,netbanking,962.32,1,0,4,28,3,True,0.8394,212,True,True
case_0557,mandate_revoked,upi,583.32,1,0,0,7,8,False,0.2392,1298,False,False
case_0558,insufficient_funds,upi,552.28,1,0,1,12,8,False,0.8202,84,True,True
case_0559,insufficient_funds,upi,424.34,1,0,7,11,11,False,0.8476,741,True,True
case_0560,insufficient_funds,upi,496.26,2,1,1,5,3,False,0.8165,1120,True,True
case_0561,generic_decline,card,1173.59,1,0,4,12,17,False,0.2461,1032,True,True
case_0562,mandate_revoked,upi,1322.26,4,3,0,7,22,False,0.5096,339,True,False
case_0563,insufficient_funds,card,916.39,2,1,9,1,22,True,0.3548,622,False,True
case_0564,insufficient_funds,upi,966.48,2,1,4,21,1,False,0.9159,1316,False,False
case_0565,insufficient_funds,card,177.77,1,0,8,24,8,False,0.7601,1195,True,False
case_0566,bank_timeout,card,150.82,2,1,8,27,6,False,0.6775,810,True,True
case_0567,insufficient_funds,netbanking,1441.95,1,0,2,19,6,False,0.9769,364,False,True
case_0568,insufficient_funds,upi,1231.88,2,1,10,4,12,False,0.7342,28,True,False
case_0569,insufficient_funds,upi,1978.03,1,0,0,18,3,False,0.8652,1153,False,False
case_0570,insufficient_funds,upi,2410.59,2,1,4,18,20,False,0.7655,1343,True,False
case_0571,generic_decline,card,2107.79,4,3,3,31,3,True,0.3032,174,False,False
case_0572,bank_timeout,netbanking,489.36,2,1,2,22,21,False,0.9485,1356,True,True
case_0573,generic_decline,card,4473.91,3,2,2,5,10,False,0.8273,1184,True,False
case_0574,insufficient_funds,upi,134.38,3,2,5,16,10,False,0.6686,1340,False,True
case_0575,bank_timeout,upi,476.22,1,0,6,19,16,False,0.9531,417,False,True
case_0576,mandate_revoked,upi,775.24,1,0,5,28,11,True,0.8447,1130,False,False
case_0577,auth_required,card,3991.05,2,1,6,1,23,True,0.9168,977,False,False
case_0578,insufficient_funds,upi,5184.33,1,0,9,5,13,False,0.7606,963,True,True
case_0579,generic_decline,upi,2528.85,1,0,2,6,16,False,0.6866,1028,True,True
case_0580,insufficient_funds,upi,4197.1,1,0,2,7,23,False,0.3975,1240,False,False
case_0581,insufficient_funds,card,1155.19,3,2,10,7,13,False,0.4825,491,True,False
case_0582,bank_timeout,netbanking,556.81,1,0,8,21,6,False,0.1361,991,True,True
case_0583,insufficient_funds,upi,747.42,1,0,6,12,23,False,0.3416,308,True,False
case_0584,auth_required,card,2182.43,1,0,10,3,14,True,0.0463,1340,True,False
case_0585,bank_timeout,card,383.9,3,2,7,11,4,False,0.9618,1399,True,True
case_0586,insufficient_funds,upi,449.62,2,1,7,26,3,False,0.6218,179,True,True
case_0587,insufficient_funds,upi,426.17,1,0,7,16,8,False,0.2356,1165,True,True
case_0588,insufficient_funds,card,608.73,2,1,7,17,11,False,0.887,1398,True,False
case_0589,generic_decline,card,553.39,1,0,6,19,5,False,0.6536,955,True,False
case_0590,insufficient_funds,upi,739.2,1,0,6,7,13,False,0.5662,976,True,True
case_0591,expired_card,card,1170.72,4,3,6,30,1,True,0.9147,47,False,False
case_0592,bank_timeout,upi,2795.62,1,0,6,10,2,False,0.306,377,False,True
case_0593,insufficient_funds,card,1375.81,1,0,7,23,17,False,0.7342,1223,True,False
case_0594,insufficient_funds,card,1838.81,3,2,5,5,0,False,0.1465,1480,True,False
case_0595,insufficient_funds,upi,1339.52,1,0,3,23,13,False,0.7627,1392,True,True
case_0596,insufficient_funds,netbanking,830.7,2,1,1,16,22,False,0.8257,1072,False,True
case_0597,insufficient_funds,upi,540.73,1,0,4,23,21,False,0.9358,213,True,True
case_0598,insufficient_funds,card,754.07,2,1,8,21,3,False,0.8654,457,True,True
case_0599,auth_required,netbanking,348.99,2,1,10,26,22,False,0.4893,850,True,True
case_0600,insufficient_funds,upi,3262.17,3,2,8,20,23,False,0.7264,802,True,False
case_0601,auth_required,card,2170.73,4,3,2,29,12,True,0.5677,243,True,False
case_0602,bank_timeout,upi,2268.41,2,1,5,3,6,True,0.7241,1450,True,False
case_0603,insufficient_funds,card,3196.86,3,2,2,21,7,False,0.2214,775,True,False
case_0604,expired_card,card,786.17,2,1,9,4,3,False,0.8697,191,True,False
case_0605,insufficient_funds,upi,1166.74,2,1,10,7,2,False,0.88,1243,False,True
case_0606,insufficient_funds,netbanking,367.81,2,1,0,17,5,False,0.8815,451,True,False
case_0607,insufficient_funds,upi,2930.75,2,1,7,26,23,False,0.8902,1408,False,False
case_0608,insufficient_funds,card,1941.99,2,1,2,31,6,True,0.7218,653,True,True
case_0609,bank_timeout,upi,720.2,1,0,0,9,16,False,0.6602,722,True,True
case_0610,insufficient_funds,upi,704.23,1,0,3,12,21,False,0.8823,659,False,True
case_0611,bank_timeout,netbanking,1603.29,2,1,10,19,2,False,0.2591,404,True,True
case_0612,insufficient_funds,upi,1390.94,2,1,9,19,10,False,0.7304,10,False,True
case_0613,insufficient_funds,netbanking,1120.22,2,1,1,4,15,False,0.8321,164,True,True
case_0614,insufficient_funds,card,792.16,2,1,10,27,3,False,0.9323,1409,True,True
case_0615,generic_decline,card,1409.94,1,0,0,29,8,True,0.8933,1255,True,True
case_0616,expired_card,card,322.92,1,0,5,25,4,False,0.8037,1069,True,False
case_0617,mandate_revoked,upi,831.11,1,0,4,3,22,True,0.7947,1424,True,False
case_0618,insufficient_funds,upi,473.76,3,2,3,4,15,False,0.8362,639,True,False
case_0619,insufficient_funds,upi,1937.91,2,1,9,7,16,False,0.8565,1183,True,True
case_0620,generic_decline,upi,575.94,3,2,2,1,8,True,0.9203,726,True,True
case_0621,bank_timeout,upi,847.45,2,1,6,10,6,False,0.6396,224,True,True
case_0622,insufficient_funds,upi,1345.13,1,0,4,3,7,True,0.6217,805,True,True
case_0623,insufficient_funds,upi,1080.49,1,0,9,24,9,False,0.635,1409,True,True
case_0624,insufficient_funds,netbanking,399.02,1,0,0,16,21,False,0.6311,3,True,True
case_0625,auth_required,card,4946.42,2,1,2,25,4,False,0.7565,1118,True,False
case_0626,insufficient_funds,upi,810.04,2,1,8,28,21,True,0.1363,841,False,False
case_0627,bank_timeout,upi,783.11,1,0,1,30,6,True,0.2039,921,False,False
case_0628,expired_card,card,100.0,1,0,9,31,13,True,0.1699,1255,True,False
case_0629,generic_decline,upi,982.04,4,3,2,22,14,False,0.877,32,True,True
case_0630,insufficient_funds,upi,967.13,1,0,5,27,21,False,0.8155,1363,False,True
case_0631,generic_decline,upi,810.99,4,3,4,2,7,True,0.6818,201,False,False
case_0632,insufficient_funds,upi,346.57,3,2,9,22,4,False,0.852,609,True,False
case_0633,insufficient_funds,netbanking,570.49,1,0,5,30,16,True,0.7627,945,True,True
case_0634,insufficient_funds,card,1085.59,2,1,4,19,7,False,0.6379,805,True,False
case_0635,generic_decline,card,1097.98,1,0,10,11,3,False,0.7709,249,True,False
case_0636,insufficient_funds,upi,651.55,1,0,7,8,4,False,0.2838,14,False,False
case_0637,insufficient_funds,upi,1986.67,1,0,1,1,15,True,0.9114,377,False,True
case_0638,auth_required,card,425.49,3,2,9,14,3,False,0.821,411,True,True
case_0639,mandate_revoked,upi,576.36,2,1,1,14,14,False,0.8718,1189,True,False
case_0640,bank_timeout,upi,411.83,4,3,2,29,14,True,0.7899,1031,True,False
case_0641,bank_timeout,upi,1926.29,2,1,7,28,22,True,0.813,1322,True,False
case_0642,insufficient_funds,card,2618.55,2,1,10,9,16,False,0.8039,827,True,True
case_0643,insufficient_funds,card,231.05,1,0,3,26,23,False,0.8835,1254,True,True
case_0644,insufficient_funds,upi,902.19,2,1,0,11,5,False,0.7049,401,True,True
case_0645,insufficient_funds,upi,1701.16,1,0,9,21,0,False,0.2798,1398,True,False
